survey_id,location,site_code,site_name,latitude,longitude,survey_year,taxon,survey_mean,RLS_category,survey_date,number
812321454,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2009,Ecklonia radiata,16.8,NA,3/06/2009,0.84
2001478,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2010,NA,0,Ecklonia radiata,29/03/2010,0.03
2001479,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2010,NA,0,Ecklonia radiata,29/03/2010,0.92
812330471,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2012,Ecklonia radiata,3.2,NA,12/05/2012,0.3
812330472,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2012,Ecklonia radiata,41.6,NA,12/05/2012,1.04
812330473,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2012,Ecklonia radiata,20,NA,12/05/2012,0.86
812330474,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2012,Ecklonia radiata,18.4,NA,12/05/2012,0.78
812330171,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2017,Ecklonia radiata,28,NA,19/05/2017,0.7
812330172,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2017,Ecklonia radiata,0,NA,19/05/2017,1.32
812330173,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2017,Ecklonia radiata,24,NA,19/05/2017,1.4
812330174,Jervis Bay,JBMP-S13,Montagu Point,-35.02708,150.77568,2017,Ecklonia radiata,26.4,NA,19/05/2017,1.2
812310391,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,1996,Ecklonia radiata,0,NA,15/05/1996,3.96
812310392,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,1996,Ecklonia radiata,0,NA,15/05/1996,4.12
812310393,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,1996,Ecklonia radiata,0,NA,15/05/1996,5.74
812310394,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,1996,Ecklonia radiata,13.6,NA,15/05/1996,3.78
812310401,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2000,Ecklonia radiata,0,NA,13/05/2000,2.12
812310402,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2000,Ecklonia radiata,16.8,NA,13/05/2000,1.42
812310403,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2000,Ecklonia radiata,0,NA,13/05/2000,1.76
812310404,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2000,Ecklonia radiata,8,NA,13/05/2000,2.78
812310411,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2001,Ecklonia radiata,0,NA,29/05/2001,2
812310412,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2001,Ecklonia radiata,0,NA,29/05/2001,2.36
812310413,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2001,Ecklonia radiata,0,NA,29/05/2001,3.12
812310414,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2001,Ecklonia radiata,20,NA,29/05/2001,6.96
812310421,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2003,Ecklonia radiata,2,NA,7/05/2003,3.32
812310422,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2003,Ecklonia radiata,16,NA,7/05/2003,1.72
812310423,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2003,Ecklonia radiata,17.6,NA,7/05/2003,1.14
812310424,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2003,Ecklonia radiata,22.4,NA,7/05/2003,1.94
812310431,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2004,Ecklonia radiata,46,NA,3/06/2004,1.74
812310432,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2004,Ecklonia radiata,0,NA,3/06/2004,2.92
812310433,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2004,Ecklonia radiata,14,NA,3/06/2004,1.4
812310434,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2004,Ecklonia radiata,17.2,NA,3/06/2004,1.9
812310441,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2005,Ecklonia radiata,8.8,NA,17/05/2005,1.14
812310442,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2005,Ecklonia radiata,24,NA,17/05/2005,2.24
812310443,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2005,Ecklonia radiata,42,NA,17/05/2005,0.9
812310444,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2005,Ecklonia radiata,35.2,NA,17/05/2005,0.3
812310451,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2006,Ecklonia radiata,9.6,NA,17/05/2006,2.44
812310452,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2006,Ecklonia radiata,12.4,NA,17/05/2006,1.96
812310453,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2006,Ecklonia radiata,10,NA,17/05/2006,2.06
812310454,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2006,Ecklonia radiata,61.2,NA,17/05/2006,1.2
812320671,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2007,Ecklonia radiata,1.2,NA,10/05/2007,1.42
812320672,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2007,Ecklonia radiata,8.8,NA,10/05/2007,0.86
812320673,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2007,Ecklonia radiata,24.4,NA,10/05/2007,1.1
812320674,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2007,Ecklonia radiata,0,NA,10/05/2007,2.76
812311291,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2008,Ecklonia radiata,0,NA,21/05/2008,1.68
812311292,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2008,Ecklonia radiata,34,NA,21/05/2008,0.44
812311293,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2008,Ecklonia radiata,3.2,NA,21/05/2008,3.86
812311294,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2008,Ecklonia radiata,0,NA,21/05/2008,4.12
812321491,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2009,Ecklonia radiata,6.4,NA,1/06/2009,1.52
812321492,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2009,Ecklonia radiata,45.6,NA,1/06/2009,1.32
812321493,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2009,Ecklonia radiata,6,NA,1/06/2009,2.02
812321494,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2009,Ecklonia radiata,0,NA,1/06/2009,3.38
2001502,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2010,NA,0,Ecklonia radiata,27/03/2010,0.74
2001499,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2010,NA,15,Ecklonia radiata,27/03/2010,1.97
2001500,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2010,NA,7,Ecklonia radiata,27/03/2010,4.83
2001501,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2010,NA,10,Ecklonia radiata,27/03/2010,1.74
2002701,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2011,NA,18,Ecklonia radiata,16/04/2011,1.97
2002702,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2011,NA,6,Ecklonia radiata,16/04/2011,3.54
2002703,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2011,NA,2,Ecklonia radiata,16/04/2011,5.77
812330641,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2012,Ecklonia radiata,28.8,NA,14/05/2012,0.44
812330642,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2012,Ecklonia radiata,33.6,NA,14/05/2012,0.84
812330643,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2012,Ecklonia radiata,12,NA,14/05/2012,1.16
812330644,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2012,Ecklonia radiata,0,NA,14/05/2012,3.18
912343437,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2013,NA,36,Ecklonia radiata,5/04/2013,0.43
912343438,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2013,NA,39,Ecklonia radiata,5/04/2013,0.4
912343452,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2013,NA,15,Ecklonia radiata,5/04/2013,1.65
912343479,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2013,NA,49,Ecklonia radiata,5/04/2013,0.4
912346391,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2015,NA,92,Ecklonia radiata,16/02/2015,0
912346392,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2015,NA,16,Ecklonia radiata,16/02/2015,1.62
912346416,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2015,NA,37,Ecklonia radiata,16/02/2015,1.54
912346417,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2015,NA,44,Ecklonia radiata,16/02/2015,0.6
812330241,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2017,Ecklonia radiata,29.6,NA,22/05/2017,0.68
812330242,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2017,Ecklonia radiata,27.6,NA,22/05/2017,3.06
812330243,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2017,Ecklonia radiata,12.8,NA,22/05/2017,0.64
812330244,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2017,Ecklonia radiata,0,NA,22/05/2017,2.2
923401996,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2023,Ecklonia radiata,1.6,NA,23/05/2023,2.26
923401997,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2023,Ecklonia radiata,52,NA,23/05/2023,0.88
923402010,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2023,Ecklonia radiata,16.8,NA,23/05/2023,1.74
923402011,Jervis Bay,JBMP-S17,Murrays Reef,-35.12393,150.75235,2023,Ecklonia radiata,32,NA,23/05/2023,0.94
2001573,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2010,NA,0,Ecklonia radiata,27/03/2010,0.82
2001574,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2010,NA,0,Ecklonia radiata,27/03/2010,0.88
2001575,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2010,NA,20,Ecklonia radiata,27/03/2010,0.02
2001576,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2010,NA,12,Ecklonia radiata,27/03/2010,0.37
2002673,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2011,NA,0,Ecklonia radiata,16/04/2011,1.7
2002676,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2011,NA,19,Ecklonia radiata,16/04/2011,0.1
912346602,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2016,NA,2,Ecklonia radiata,3/04/2016,0.9
912346603,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2016,NA,4,Ecklonia radiata,3/04/2016,0.28
912351699,Jervis Bay,JBMP43,Nursery steps,-35.11295,150.76569,2019,NA,0,Ecklonia radiata,28/03/2019,4.4
812321611,Jervis Bay,NSW52,Old Lighthouse South,-35.15487,150.75928,2009,Ecklonia radiata,88,NA,5/06/2009,0
812321612,Jervis Bay,NSW52,Old Lighthouse South,-35.15487,150.75928,2009,Ecklonia radiata,54.4,NA,5/06/2009,0.24
812321613,Jervis Bay,NSW52,Old Lighthouse South,-35.15487,150.75928,2009,Ecklonia radiata,54,NA,5/06/2009,0.34
812321614,Jervis Bay,NSW52,Old Lighthouse South,-35.15487,150.75928,2009,Ecklonia radiata,38,NA,5/06/2009,0.4
812310961,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,21.2,NA,11/06/2003,1.48
812310962,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,0,NA,11/06/2003,1.84
812310963,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,0,NA,11/06/2003,1.84
812310964,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,24,NA,11/06/2003,0.68
812311001,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,17.2,NA,30/05/2003,0.02
812311002,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,2,NA,30/05/2003,0
812311003,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,12,NA,30/05/2003,0
812311004,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2003,Ecklonia radiata,46.4,NA,30/05/2003,0
812310971,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,0,NA,2/06/2004,3.6
812310972,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,0,NA,2/06/2004,1.84
812310973,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,20,NA,2/06/2004,4.12
812310974,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,20,NA,2/06/2004,3.64
812311011,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,50.8,NA,2/06/2004,0.34
812311012,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,55.6,NA,2/06/2004,0
812311013,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,0,NA,2/06/2004,0.12
812311014,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2004,Ecklonia radiata,54.4,NA,2/06/2004,2
812310981,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,0,NA,7/06/2005,6.58
812310982,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,16,NA,7/06/2005,5.32
812310983,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,0,NA,7/06/2005,4.68
812310984,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,0,NA,7/06/2005,2.7
812311021,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,0,NA,7/06/2005,1.92
812311022,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,44.8,NA,7/06/2005,0.88
812311023,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,64.8,NA,7/06/2005,0.28
812311024,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2005,Ecklonia radiata,19.6,NA,7/06/2005,0.12
812310991,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,0,NA,20/05/2006,2.98
812310992,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,0,NA,20/05/2006,1.38
812310993,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,0,NA,20/05/2006,2.16
812310994,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,0,NA,20/05/2006,1.84
812311031,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,43.2,NA,23/05/2006,0
812311032,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,46,NA,23/05/2006,0
812311033,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,50.8,NA,23/05/2006,0.38
812311034,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2006,Ecklonia radiata,26,NA,23/05/2006,1.1
812320771,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,0.8,NA,7/05/2007,0.94
812320772,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,0,NA,7/05/2007,1.06
812320773,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,0,NA,7/05/2007,0.6
812320774,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,0,NA,7/05/2007,1.42
812320781,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,30.8,NA,9/05/2007,0.02
812320782,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,19.2,NA,9/05/2007,0.04
812320783,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,0,NA,9/05/2007,0.92
812320784,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2007,Ecklonia radiata,17.2,NA,9/05/2007,0.3
812311381,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,0,NA,16/05/2008,2.46
812311382,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,20,NA,16/05/2008,1.54
812311383,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,0,NA,16/05/2008,2.1
812311384,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,0,NA,16/05/2008,0.58
812311391,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,64,NA,16/05/2008,0.04
812311392,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,74.4,NA,16/05/2008,0.46
812311393,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,19.6,NA,16/05/2008,0.54
812311394,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2008,Ecklonia radiata,36,NA,16/05/2008,0.06
812321581,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,0,NA,27/05/2009,2.06
812321582,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,20,NA,27/05/2009,1.2
812321583,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,0,NA,27/05/2009,0.62
812321584,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,20,NA,27/05/2009,0.92
812321591,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,43.2,NA,3/06/2009,0.16
812321592,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,48.8,NA,3/06/2009,0.36
812321593,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,7.2,NA,3/06/2009,0.12
812321594,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2009,Ecklonia radiata,83.2,NA,3/06/2009,0.04
2001528,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2010,NA,0,Ecklonia radiata,29/03/2010,0.04
812330391,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,0,NA,8/05/2012,6.62
812330392,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,0,NA,8/05/2012,2.42
812330393,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,0,NA,8/05/2012,1.3
812330394,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,0,NA,8/05/2012,3.56
812330401,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,24,NA,8/05/2012,0.76
812330402,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,42.4,NA,8/05/2012,0.12
812330403,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,0,NA,8/05/2012,0.8
812330404,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2012,Ecklonia radiata,23.6,NA,8/05/2012,0.2
812330311,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2017,Ecklonia radiata,0,NA,25/05/2017,2.88
812330312,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2017,Ecklonia radiata,0,NA,25/05/2017,1.96
812330313,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2017,Ecklonia radiata,0,NA,25/05/2017,2.2
812330314,Jervis Bay,JBMP-S26,Outer Tubes,-35.08773,150.79898,2017,Ecklonia radiata,0,NA,25/05/2017,2.4
2001459,Jervis Bay,JBMP20,Plantation Point 2,-35.07156,150.7013,2010,NA,0,Ecklonia radiata,26/03/2010,2.56
812309761,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,1996,Ecklonia radiata,80,NA,20/05/1996,0.12
812309762,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,1996,Ecklonia radiata,71.2,NA,20/05/1996,0.1
812309763,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,1996,Ecklonia radiata,90.4,NA,20/05/1996,0.28
812309764,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,1996,Ecklonia radiata,65.2,NA,20/05/1996,0.78
812309771,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2000,Ecklonia radiata,70.8,NA,8/05/2000,0.34
812309772,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2000,Ecklonia radiata,77.2,NA,8/05/2000,0.44
812309773,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2000,Ecklonia radiata,72.8,NA,8/05/2000,0.06
812309774,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2000,Ecklonia radiata,35.6,NA,8/05/2000,0.58
812309781,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2001,Ecklonia radiata,41.6,NA,5/06/2001,0.1
812309782,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2001,Ecklonia radiata,81.6,NA,5/06/2001,0.02
812309783,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2001,Ecklonia radiata,64,NA,5/06/2001,0.4
812309784,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2001,Ecklonia radiata,46.8,NA,5/06/2001,0.32
812309791,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2003,Ecklonia radiata,73.6,NA,1/05/2003,0.28
812309792,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2003,Ecklonia radiata,78.4,NA,1/05/2003,0.12
812309793,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2003,Ecklonia radiata,75.6,NA,1/05/2003,0
812309794,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2003,Ecklonia radiata,52,NA,1/05/2003,0.34
812309801,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2004,Ecklonia radiata,49.6,NA,26/05/2004,0.06
812309802,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2004,Ecklonia radiata,69.6,NA,26/05/2004,0.4
812309803,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2004,Ecklonia radiata,77.6,NA,26/05/2004,0.02
812309804,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2004,Ecklonia radiata,63.2,NA,26/05/2004,0.04
812309811,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2005,Ecklonia radiata,68,NA,2/06/2005,0.3
812309812,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2005,Ecklonia radiata,58.4,NA,2/06/2005,0.7
812309813,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2005,Ecklonia radiata,67.6,NA,2/06/2005,0.14
812309814,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2005,Ecklonia radiata,76,NA,2/06/2005,0
812309821,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2006,Ecklonia radiata,74,NA,27/05/2006,0.22
812309822,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2006,Ecklonia radiata,65.2,NA,27/05/2006,0
812309823,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2006,Ecklonia radiata,25.6,NA,27/05/2006,0.18
812309824,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2006,Ecklonia radiata,71.6,NA,27/05/2006,0.3
812320581,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2007,Ecklonia radiata,76.8,NA,17/05/2007,0.22
812320582,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2007,Ecklonia radiata,70,NA,17/05/2007,0
812320583,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2007,Ecklonia radiata,67.6,NA,17/05/2007,0.08
812320584,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2007,Ecklonia radiata,48,NA,17/05/2007,0.62
812311201,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2008,Ecklonia radiata,64,NA,19/05/2008,0.24
812311202,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2008,Ecklonia radiata,76,NA,19/05/2008,0.02
812311203,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2008,Ecklonia radiata,91.6,NA,19/05/2008,0.62
812311204,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2008,Ecklonia radiata,100,NA,19/05/2008,0.22
812321401,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2009,Ecklonia radiata,93.6,NA,29/05/2009,0.18
812321402,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2009,Ecklonia radiata,90,NA,29/05/2009,0.08
812321403,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2009,Ecklonia radiata,92,NA,29/05/2009,0.22
812321404,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2009,Ecklonia radiata,84,NA,29/05/2009,0.64
2001558,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2010,NA,0,Ecklonia radiata,26/03/2010,0.02
812330601,Jervis Bay,JBMP-S8,Plantation Point North,-35.07022,150.69838,2012,Ecklonia radiata,65.2,NA,9/05/2012,0.16
